ophiuchus,"A constellation in the Northern Hemisphere, delineated as a man holding a serpent in his hands; -- called also Serpentarius."
ophiura,A genus of ophiurioid starfishes.
ophiuran,Of or pertaining to the Ophiurioidea. -- n.  One of the Ophiurioidea.
ophiurid,Same as Ophiurioid.
ophiurida,Same as Ophiurioidea.
ophiurioid,Of or pertaining to the Ophiurioidea. -- n.  One of the Ophiurioidea. [Written also ophiuroid.]
ophiurioidea,"A class of star-shaped echinoderms having a disklike body, with slender, articulated arms, which are not grooved beneath and are often very fragile; -- called also Ophiuroida and Ophiuridea. See Illust. under Brittle star."
ophiuroidea,"A class of star-shaped echinoderms having a disklike body, with slender, articulated arms, which are not grooved beneath and are often very fragile; -- called also Ophiuroida and Ophiuridea. See Illust. under Brittle star."
ophryon,The supraorbital point.
ophthalmia,An inflammation of the membranes or coats of the eye or of the eyeball.
ophthalmic,"Of, pertaining to, or in the region of, the eye; ocular; as the ophthalmic, or orbitonasal, nerve, a division of the trigeminal, which gives branches to the lachrymal gland, eyelids, nose, and forehead. Ophthalmic region (ZoÃ¶l.), the space around the eyes."
ophthalmite,An eyestalk; the organ which bears the compound eyes of decapod Crustacea.
ophthalmological,Of or pertaining to ophthalmology.
ophthalmologist,One skilled in ophthalmology; an oculist.
ophthalmology,"The science which treats of the structure, functions, and diseases of the eye."
ophthalmometer,"An instrument devised by Helmholtz for measuring the size of a reflected image on the convex surface of the cornea and lens of the eye, by which their curvature can be ascertained."
ophthalmoscope,"An instrument for viewing the interior of the eye, particularly the retina. Light is thrown into the eye by a mirror (usually concave) and the interior is then examined with or without the aid of a lens. -- Oph*thal`mo*scop""ic, a."
ophthalmoscopy,1. A branch of physiognomy which deduces the knowledge of a person's temper and character from the appearance of the eyes. 2. Examination of the eye with the ophthalmoscope.
ophthalmy,Same as Ophthalmia.
opianic,"Of, pertaining to, or designating, an organic acid obtained by the oxidation of narcotine."
opianine,An alkaloid found in small quantity in opium. It is identical with narcotine.
opianyl,Same as Meconin.
opiate,"1. Originally, a medicine of a thicker consistence than sirup, prepared with opium. Parr. 2. Any medicine that contains opium, and has the quality of inducing sleep or repose; a narcotic. 3. Anything which induces rest or inaction; that which quiets uneasiness. They chose atheism as an opiate. Bentley.  Inducing sleep; somniferous; narcotic; hence, anodyne; causing rest, dullness, or inaction; as, the opiate rod of Hermes. Milton.  To subject to the influence of an opiate; to put to sleep. [R.] Fenton."
opiated,1. Mixed with opiates. 2. Under the influence of opiates.
opie,Opium. [Obs.] Chaucer.
opiferous,Bringing help. [R.]
opifice,Workmanship. [Obs.] Bailey.
opificer,"An artificer; a workman. [Obs.] ""The almighty opificer."" Bentley."
opinable,Capable of being opined or thought. Holland.
opination,The act of thinking; a supposition. [Obs.]
opinative,"Obstinate in holding opinions; opinionated. [Obs.] -- O*pin""a*tive*ly, adv. [Obs.] Burton. Sir T. More."
opinator,One fond of his own opinious; one who holds an opinion. [Obs.] Glanvill.
opine,To have an opinion; to judge; to think; to suppose. South.
opiner,One who opines. Jer. Taylor.
opiniaster,Opinionated. [Obs.] Sir W. Raleigh.
opiniastrous,See Opiniaster. [Obs.].
opiniate,To hold or maintain persistently. [Obs.] Barrow.
opiniated,Opinionated. [Obs.]
opiniative,"Opinionative. Glanvill. -- O*pin""ia*tive*ly, adv. -- O*pin""ia*tive*ness, n."
opiniator,One who is opinionated. [Obs.] South. Barrow.
opiniatre,Opinionated. [Obs.] Sir W. Raleigh.  One who is opinionated. [Obs.] South. Barrow.  See Opiniaster. [Obs.] Locke.
opiniatrety,Obstinacy in opinious. [Written also opiniatry.] [Obs.]
opinicus,"An imaginary animal borne as a charge, having wings, an eagle's head, and a short tail; -- sometimes represented without wings."
opining,Opinion. [Obs.] Jer. Taylor.
opinion,"1. That which is opined; a notion or conviction founded on probable evidence; belief stronger than impression, less strong than positive knowledge; settled judgment in regard to any point of knowledge or action. Opinion is when the assent of the understanding is so far gained by evidence of probability, that it rather inclines to one persussion than to another, yet not without a mixture of incertainty or doubting. Sir M. Hale. I can not put off my opinion so easily. Shak. 2. The judgment or sentiment which the mind forms of persons or things; estimation. I have bought golden opinions from all sorts of people. Shak. Friendship . . . gives a man a peculiar right and claim to the good opinion of his friend. South. However, I have no opinion of those things. Bacon. 3. Favorable estimation; hence, consideration; reputation; fame; public sentiment or esteem. [Obs.] Thou hast redeemed thy lost opinion. Shak. This gained Agricola much opinion, who . . . had made such early progress into laborious . . . enterprises. Milton. 4. Obstinacy in holding to one's belief or impression; opiniativeness; conceitedness. [Obs.] Shak. 5. (Law.)  The formal decision, or expression of views, of a judge, an umpire, a counselor, or other party officially called upon to consider and decide upon a matter or point submitted. To be of opinion, to think; to judge. -- To hold opinion with, to agree with. [Obs.] Shak. Syn. -- Sentiment; notion; persuasion; idea; view; estimation. See Sentiment.  To opine. [Obs.]"
opinionable,"Being, or capable of being, a matter of opinion; that can be thought; not positively settled; as, an opinionable doctrine. C. J. Ellicott."
opinionate,Opinionated.
opinionated,Stiff in opinion; firmly or unduly adhering to one's own opinion or to preconceived notions; obstinate in opinion. Sir W. Scott.
opinionately,Conceitedly. Feltham.
opinionatist,An opinionist. [Obs.]
opinionative,"1. Unduly attached to one's own opinions; opinionated. Milton. 2. Of the nature of an opinion; conjectured. [Obs.] ""Things both opinionative and practical."" Bunyan. -- O*pin""ion*a*tive*ly, adv. -- O*pin""ion*a*tive*ness, n."
opinionator,An opinionated person; one given to conjecture. [Obs.] South.
opinioned,Opinionated; conceited. His opinioned zeal which he thought judicious. Milton.
opinionist,"One fond of his own notions, or unduly attached to his own opinions. Glanvill."
opiparous,"Sumptuous. [Obs.] -- O*pip""a*rous*ly, adv. [Obs.] E. Waterhouse."
opisometer,"An instrument with a revolving wheel for measuring a curved line, as on a map."
opisthion,"The middle of the posterior, or dorsal, margin of the great foramen of the skull."
opisthobranchia,"A division of gastropod Mollusca, in which the breathing organs are usually situated behind the heart. It includes the tectibranchs and nudibranchs."
opisthobranchiata,"A division of gastropod Mollusca, in which the breathing organs are usually situated behind the heart. It includes the tectibranchs and nudibranchs."
opisthobranchiate,Of or pertaining to the Opisthobranchiata. -- n.  One of the Opisthobranchiata.
opisthocoelian,Concave behind; -- applied especially to vertebrÃ¦ in which the anterior end of the centrum is convex and the posterior concave.
opisthocoelous,Concave behind; -- applied especially to vertebrÃ¦ in which the anterior end of the centrum is convex and the posterior concave.
opisthodome,"A back chamber; especially, that part of the naos, or cella, farthest from the main entrance, sometimes having an entrance of its own, and often used as a treasury."
opisthoglypha,A division of serpents which have some of the posterior maxillary teeth grooved for fangs.
opisthography,"A writing upon the back of anything, as upon the back of a leaf or sheet already written upon on one side. [R.] Scudamore."
opisthomi,"An order of eellike fishes having the scapular arch attached to the vertebrÃ¦, but not connected with the skull."
opisthopulmonate,Having the pulmonary sac situated posteriorly; -- said of certain air-breathing Mollusca.
opisthotic,The inferior and posterior of the three elements forming the periotic bone.
opisthotonos,A tetanic spasm in which the body is bent backwards and stiffened.
opitulation,The act of helping or aiding; help. [Obs.] Bailey.
opium,"The inspissated juice of the Papaver somniferum, or white poppy. Note: Opium is obtained from incisions made in the capsules of the plant, and the best flows from the first incision. It is imported into Europe and America chiefly from the Levant, and large quantities are sent to China from India, Persia, and other countries. It is of a brownish yellow color, has a faint smell, and bitter and acrid taste. It is a stimulant narcotic poison, which may produce hallicinations, profound sleep, or death. It is much used in medicine to soothe pain and inflammation, and is smoked as an intoxicant with baneful effects. Opium joint, a low resort of opium smokers. [Slang]"
ople tree,The witch-hazel. [Obs.] Ainsworth.
opobalsam,"The old name of the aromatic resinous juice of the Balsamodendron opobalsamum, now commonly called balm of Gilead. See under Balm."
opobalsamum,"The old name of the aromatic resinous juice of the Balsamodendron opobalsamum, now commonly called balm of Gilead. See under Balm."
opodeldoc,"1. A kind of plaster, said to have been invented by Mindererus, -- used for external injuries. [Obs.] 2. A saponaceous, camphorated liniment; a solution of soap in alcohol, with the addition of camphor and essential oils; soap liniment."
opolchenie,"See Army organization, above."
opopanax,"The inspissated juice of an umbelliferous plant (the Opoponax Chironum), brought from Turkey and the East Indies in loose granules, or sometimes in larger masses, of a reddish yellow color, with specks of white. It has a strong smell and acrid taste, and was formerly used in medicine as an emmenagogue and antispasmodic. Dunglison."
opossum,"Any American marsupial of the genera Didelphys and Chironectes. The common species of the United States is Didelphys Virginiana. Note: Several related species are found in South America. The water opossum of Brazil (Chironectes variegatus), which has the hind feet, webbed, is provided with a marsupial pouch and with cheek pouches. It is called also yapock. Opossum mouse. (ZoÃ¶l.) See Flying mouse, under Flying. -- Opossum shrimp (ZoÃ¶l.), any schizopod crustacean of the genus Mysis and allied genera. See Schizopoda."
oppidan,"Of or pertaining to a town. Howell.  1. An inhabitant of a town. 2. A student of Eton College, England, who is not a King's scholar, and who boards in a private family."
oppignerate,To pledge; to pawn. [Obs.] Bacon.
oppilate,To crowd together; to fill with obstructions; to block up. [Obs.] Cockeram.
oppilation,"The act of filling or crowding together; a stopping by redundant matter; obstruction, particularly in the lower intestines. Jer. Taylor."
oppilative,Obstructive. [Obs.] Sherwood.
opplete,Filled; crowded. [Obs.] Johnson.
oppleted,Filled; crowded. [Obs.] Johnson.
oppletion,"The act of filling up, or the state of being filled up; fullness. [Obs.]"
oppone,To oppose. [Obs.] B. Jonson.
opponency,"The act of opening an academical disputation; the proposition of objections to a tenet, as an exercise for a degree. [Eng.] Todd."
opponent,"Situated in front; opposite; hence, opposing; adverse; antagonistic. Pope.  1. One who opposes; an adversary; an antagonist; a foe. Macaulay. 2. One who opposes in a disputation, argument, or other verbal controversy; specifically, one who attacks some theirs or proposition, in distinction from the respondent, or defendant, who maintains it. How becomingly does Philopolis exercise his office, and seasonably commit the opponent with the respondent, like a long-practiced moderator! Dr. H. More. Syn. -- Antagonist; opposer; foe. See Adversary."
opportune,"Convenient; ready; hence, seasonable; timely. Milton. This is most opportune to our need. Shak. -- Op`por*tune""ly, adv. -- Op`por*tune""ness, n.  To suit. [Obs.] Dr. Clerke(1637)."
opportunism,"The art or practice of taking advantage of opportunities or circumstances, or of seeking immediate advantage with little regard for ultimate consequences. [Recent]"
opportunist,One who advocates or practices opportunism. [Recent]
opportunity,"1. Fit or convenient time; a time or place favorable for executing a purpose; a suitable combination of conditions; suitable occasion; chance. A wise man will make more opportunities than he finds. Bacon. 2. Convenience of situation; fitness. [Obs.] Hull, a town of great strength and opportunity, both to sea and land affairs. Milton. 3. Importunity; earnestness. [Obs.] Jer. Taylor. Syn. -- Occasion; convenience; occurrence. -- Opportunity, Occasion. An occasion is that which falls in our way, or presents itself in the course of events; an opportunity is a convenience or fitness of time, place, etc., for the doing of a thing. Hence, occasions often make opportunities. The occasion of sickness may give opportunity for reflection."
opposability,"The condition or quality of being opposable. In no savage have I ever seen the slightest approach to opposability of the great toe, which is the essential distinguishing feature of apes. A. R. Wallace."
opposable,"1. Capable of being opposed or resisted. 2. Capable of being placed opposite something else; as, the thumb is opposable to the forefinger."
opposal,Opposition. [R.] Sir T. Herbert.
oppose,"1. To place in front of, or over against; to set opposite; to exhibit. Her grace sat down . . . In a rich chair of state; opposing freely The beauty of her person to the people. Shak. 2. To put in opposition, with a view to counterbalance or countervail; to set against; to offer antagonistically. I may . . . oppose my single opinion to his. Locke. 3. To resist or antagonize by physical means, or by arguments, etc.; to contend against; to confront; to resist; to withstand; as, to oppose the king in battle; to oppose a bill in Congress. 4. To compete with; to strive against; as, to oppose a rival for a prize. I am . . . too weak To oppose your cunning. Shak. Syn. -- To combat; withstand; contradict; deny; gainsay; oppugn; contravene; check; obstruct.  1. To be set opposite. Shak. 2. To act adversely or in opposition; -- with against or to; as, a servant opposed against the act. [Obs.] Shak. 3. To make objection or opposition in controversy."
opposeless,"Not to be effectually opposed; irresistible. [Obs.] ""Your great opposeless wills."" Shak."
opposer,One who opposes; an opponent; an antagonist; an adversary.
opposite,"1. Placed over against; standing or situated over against or in front; facing; -- often with to; as, a house opposite to the Exchange. 2. Applied to the other of two things which are entirely different; other; as, the opposite sex; the opposite extreme. 3. Extremely different; inconsistent; contrary; repugnant; antagonistic. Novels, by which the reader is misled into another sort of pieasure opposite to that which is designed in an epic poem. Dryden. Particles of speech have divers, and sometimes almost opposite, significations. Locke. 4. (Bot.) (a) Set over against each other, but separated by the whole diameter of the stem, as two leaves at the same node. (b) Placed directly in front of another part or organ, as a stamen which stands before a petal.  1. One who opposes; an opponent; an antagonist. [Obs.] The opposites of this day's strife. Shak. 2. That which is opposed or contrary; as, sweetness and its opposite. The virtuous man meets with more opposites and opponents than any other. Landor."
oppositely,In a situation to face each other; in an opposite manner or direction; adversely. Winds from all quarters oppositely blow. May.
oppositeness,The quality or state of being opposite.
oppositifolious,"Placed at the same node with a leaf, but separated from it by the whole diameter of the stem; as, an oppositifolious peduncle."
opposition,"1. The act of opposing; an attempt to check, restrain, or defeat; resistance. The counterpoise of so great an opposition. Shak. Virtue which breaks through all opposition. Milton. 2. The state of being placed over against; situation so as to front something else. Milton. 3. Repugnance; contrariety of sentiment, interest, or purpose; antipathy. Shak. 4. That which opposes; an obstacle; specifically, the aggregate of persons or things opposing; hence, in politics and parliamentary practice, the party opposed to the party in power. 5. (Astron.)  The situation of a heavenly body with respect to another when in the part of the heavens directly opposite to it; especially, the position of a planet or satellite when its longitude differs from that of the sun 180Âº; -- signified by the symbol as, . 6. (Logic)  The relation between two propositions when, having the same subject and predicate, they differ in quantity, or in quality, or in both; or between two propositions which have the same matter but a different form."
oppositionist,One who belongs to the opposition party. Praed.
oppositipetalous,Placed in front of a petal.
oppositisepalous,Placed in front of a sepal.
oppositive,Capable of being put in opposition. Bp. Hall.
oppress,"1. To impose excessive burdens upon; to overload; hence, to treat with unjust rigor or with cruelty. Wyclif. For thee, oppressÃ¨d king, am I cast down. Shak. Behold the kings of the earth; how they oppress Thy chosen ! Milton. 2. To ravish; to violate. [Obs.] Chaucer. 3. To put down; to crush out; to suppress. [Obs.] The mutiny he there hastes to oppress. Shak. 4. To produce a sensation of weight in (some part of the body); as, my lungs are oppressed by the damp air; excess of food oppresses the stomach."
oppression,"1. The act of oppressing, or state of being oppressed. 2. That which oppresses; a hardship or injustice; cruelty; severity; tyranny. ""The multitude of oppressions."" Job xxxv. 9. 3. A sense of heaviness or obstruction in the body or mind; depression; dullness; lassitude; as, an oppression of spirits; an oppression of the lungs. There gentlee Sleep First found me, and with soft oppression seized My drowsed sense. Milton. 4. Ravishment; rape. [Obs.] Chaucer."
oppressive,"1. Unreasonably burdensome; unjustly severe, rigorous, or harsh; as, oppressive taxes; oppressive exactions of service; an oppressive game law. Macaulay. 2. Using oppression; tyrannical; as, oppressive authority or commands. 3. Heavy; overpowering; hard to be borne; as, oppressive grief or woe. To ease the soul of one oppressive weight. Pope. -- Op*press""ive*ly, adv. -- Op*press""ive*ness, n."
oppressor,One who oppresses; one who imposes unjust burdens on others; one who harasses others with unjust laws or unreasonable severity. The orphan pines while the oppressor feeds. Shak. To relieve the oppressed and to punish the oppressor. Swift.
oppressure,Oppression. [Obs.]
opprobrious,"1. Expressive of opprobrium; attaching disgrace; reproachful; scurrilous; as, opprobrious language. They . . . vindicate themselves in terms no less opprobrious than those by which they are attacked. Addison. 2. Infamous; despised; rendered hateful; as, an opprobrious name. This dark, opprobrious den of shame. Milton. -- Op*pro""bri*ous*ly, adv. -- Op*pro""bri*ous*ness, n."
opprobrium,"Disgrace; infamy; reproach mingled with contempt; abusive language. Being both dramatic author and dramatic performer, he found himself heir to a twofold opprobrium. De Quincey."
opprobry,Opprobrium. [Obs.] Johnson.
oppugn,To fight against; to attack; to be in conflict with; to oppose; to resist. They said the manner of their impeachment they could not but conceive did oppugn the rights of Parliament. Clarendon.
oppugnancy,The act of oppugning; opposition; resistance. Shak.
oppugnant,"Tending to awaken hostility; hostile; opposing; warring. ""Oppugnant forces."" I. Taylor. -- n.  An opponent. [R.] Coleridge."
oppugnation,Opposition. [R.] Bp. Hall.
oppugner,One who opposes or attacks; that which opposes. Selden.
opsimathy,Education late in life. [R.] Hales.
opsiometer,"An instrument for measuring the limits of distincts vision in different individuals, and thus determiming the proper focal length of a lens for correcting imperfect sight. Brande & C."
opsonation,A catering; a buying of provisions. [Obs.] Bailey.
optable,That may be chosen; desirable. [Obs.] Cockeram.
optate,To choose; to wish for; to desire. [Obs.] Cotgrave.
optation,The act of optating; a wish. [Obs.] Sir T. Browne.
optative,"Expressing desire or wish. Fuller. Optative mood (Gram.), that mood or form of a verb, as in Greek, Sanskrit, etc., in which a wish or desire is expressed.  1. Something to be desired. [R.] Bacon. 2. (Gram.)  The optative mood; also, a verb in the optative mood."
optatively,"In an optative manner; with the expression of desire. [R.] God blesseth man imperatively, and man blesseth God optatively. Bp. Hall."
optic,"1. The organ of sight; an eye. The difference is as great between The optics seeing, as the object seen. Pope. 2. An eyeglass. [Obs.] Herbert.  1. Of or pertaining to vision or sight. The moon, whose orb Through optic glass the Tuscan artist views. Milton. 2. Of or pertaining to the eye; ocular; as, the optic nerves (the first pair of cranial nerves) which are distributed to the retina. See Illust. of Brain, and Eye. 3. Relating to the science of optics; as, optical works. Optic angle (Opt.), the angle included between the optic axes of the two eyes when directed to the same point; -- sometimes called binocular parallax. -- Optic axis. (Opt.) (a) A line drawn through the center of the eye perpendicular to its anterior and posterior surfaces. In a normal eye it is in the direction of the optic axis that objects are most distinctly seen. (b) The line in a doubly refracting crystal, in the direction of which no double refraction occurs. A uniaxial crystal has one such line, a biaxial crystal has two. -- Optical circle (Opt.), a graduated circle used for the measurement of angles in optical experiments. -- Optical square, a surveyor's instrument with reflectors for laying off right angles."
optical,"1. Of or pertaining to vision or sight. The moon, whose orb Through optic glass the Tuscan artist views. Milton. 2. Of or pertaining to the eye; ocular; as, the optic nerves (the first pair of cranial nerves) which are distributed to the retina. See Illust. of Brain, and Eye. 3. Relating to the science of optics; as, optical works. Optic angle (Opt.), the angle included between the optic axes of the two eyes when directed to the same point; -- sometimes called binocular parallax. -- Optic axis. (Opt.) (a) A line drawn through the center of the eye perpendicular to its anterior and posterior surfaces. In a normal eye it is in the direction of the optic axis that objects are most distinctly seen. (b) The line in a doubly refracting crystal, in the direction of which no double refraction occurs. A uniaxial crystal has one such line, a biaxial crystal has two. -- Optical circle (Opt.), a graduated circle used for the measurement of angles in optical experiments. -- Optical square, a surveyor's instrument with reflectors for laying off right angles."
optically,"By optics or sight; with reference to optics. Optically active, Optically inactive (Chem. Physics), terms used of certain metameric substances which, while identical with each other in other respects, differ in this, viz., that they do or do not produce right-handed or left-handed circular polarization of light. -- Optically positive, Optically negative. See under Refraction."
optician,1. One skilled in optics. [R.] A. Smith. 2. One who deals in optical glasses and instruments.
optics,"That branch of physical science which treats of the nature and properties of light, the laws of its modification by opaque and transparent bodies, and the phenomena of vision."
optigraph,"A telescope with a diagonal eyepiece, suspended vertically in gimbals by the object end beneath a fixed diagonal plane mirror. It is used for delineating landscapes, by means of a pencil at the eye end which leaves the delineation on paper."
optimacy,"1. Government by the nobility. [R.] Howell. 2. Collectively, the nobility. [R.]"
optimate,Of or pertaining to the nobility or aristocracy. [R.] -- n.  A nobleman or aristocrat; a chief man in a state or city. [R.] Chapman.
optimates,"The nobility or aristocracy of ancient Rome, as opposed to the populares."
optime,"One of those who stand in the second rank of honors, immediately after the wranglers, in the University of Cambridge, England. They are divided into senior and junior optimes."
optimism,"1. (Metaph.)  The opinion or doctrine that everything in nature, being the work of God, is ordered for the best, or that the ordering of things in the universe is such as to produce the highest good. 2. A disposition to take the most hopeful view; -- opposed to pessimism."
optimist,"1. (Metaph.)  One who holds the opinion that all events are ordered for the best. 2. One who looks on the bright side of things, or takes hopeful views; -- opposed to pessimist."
optimistic,"1. (Metaph.)  Of or pertaining to optimism; tending, or conforming, to the opinion that all events are ordered for the best. 2. Hopeful; sanguine; as, an optimistic view."
optimity,The state of being best. [R.] Bailey.
option,"1. The power of choosing; the right of choice or election; an alternative. There is an option left to the United States of America, whether they will be respectable and prosperous, or contemptible and miserable, as a nation. Washington. 2. The exercise of the power of choice; choice. Transplantation must proceed from the option of the people, else it sounds like an exile. Bacon. 3. A wishing; a wish. [Obs.] Bp. Hall. 4. (Ch. of Eng.)  A right formerly belonging to an archbishop to select any one dignity or benefice in the gift of a suffragan bishop consecrated or confirmed by him, for bestowal by himself when next vacant; -- annulled by Parliament in 1845. 5. (Stock Exchange)  A stipulated privilege, given to a party in a time contract, of demanding its fulfillment on any day within a specified limit. Buyer's option, an option allowed to one who contracts to buy stocks at a certain future date and at a certain price, to demand the delivery of the stock (giving one day's notice) at any previous time at the market price. -- Seller's option, an option allowed to one who contracts to deliver stock art a certain price on a certain future date, to deliver it (giving one day's notice) at any previous time at the market price. Such options are privileges for which a consideration is paid. -- Local option. See under Local. Syn. -- Choice; preference; selection. -- Option, Choice. Choice is an act of choosing; option often means liberty to choose, and implies freedom from constraint in the act of choosing."
optional,"Involving an option; depending on the exercise of an option; left to one's discretion or choice; not compulsory; as, optional studies; it is optional with you to go or stay. -- n.  See Elective, n. If to the former the movement was not optional, it was the same that the latter chose when it was optional. Palfrey. Original writs are either optional or peremptory. Blackstone."
optionally,In an optional manner.
optocoele,The cavity of one of the optic lobes of the brain in many animals. B. G. Wilder.
optocoelia,The cavity of one of the optic lobes of the brain in many animals. B. G. Wilder.
optogram,An image of external objects fixed on the retina by the photochemical action of light on the visual purple. See Optography.
optography,"The production of an optogram on the retina by the photochemical action of light on the visual purple; the fixation of an image in the eye. The object so photographed shows white on a purple or red background. See Visual purple, under Visual."
optometer,"An instrument for measuring the distance of distinct vision, mainly for the selection of eveglasses."
optometrist,One who is skilled in or practices optometry.
optometry,"1. (Med.) Measurement of the range of vision, esp. by means of the optometer. 2.  As defined (with minor variations) in the statutes of various States of the United States: (a) ""The employment of subjective and objective mechanical means to determine the accomodative and refractive states of the eye and the scope of its function in general."" (b) ""The employment of any means, other than the use of drugs, for the measurement of the powers of vision and adaptation of lenses for the aid thereof."""
opulence,Wealth; riches; affluence. Swift
opulency,See Opulence. Shak.
opulent,"Having a large estate or property; wealthy; rich; affluent; as, an opulent city; an opulent citizen. -- Op""u*lent*ly, adv. I will piece Her opulent throne with kingdoms. Shak."
opuntia,"A genus of cactaceous plants; the prickly pear, or Indian fig."
opus,"A work; specif. (Mus.), a musical composition. Note: Each composition, or set of pieces, as the composer may choose, is called an opus, and they are numbered in the order of their issue. (Often abbrev. to op.) Opus incertum. Etym: [L.] (Arch.) See under Incertum."
opuscle,A small or petty work.
opuscule,A small or petty work.
opusculum,An opuscule. Smart.
opye,Opium. [Obs.] Chaucer.
oquassa,"A small, handsome trout (Salvelinus oquassa), found in some of the lakes in Maine; -- called also blueback trout."
or,"A particle that marks an alternative; as, you may read or may write, -- that is, you may do one of the things at your pleasure, but not both. It corresponds to either. You may ride either to London or to Windsor. It often connects a series of words or propositions, presenting a choice of either; as, he may study law, or medicine, or divinity, or he may enter into trade. If man's convenience, health, Or safety interfere, his rights and claims Are paramount. Cowper. Note: Or may be used to join as alternatives terms expressing unlike things or ideas (as, is the orange sour or sweet), or different terms expressing the same thing or idea; as, this is a sphere, or globe. Note: Or sometimes begins a sentence. In this case it expresses an alternative or subjoins a clause differing from the foregoing. ""Or what man is there of you, who, if his son shall ask him for a loaf, will give him a stone"" Matt. vii. 9 (Rev. Ver. ). Or for either is archaic or poetic. Maugre thine heed, thou must for indigence Or steal, or beg, or borrow thy dispence. Chaucer.  Ere; before; sooner than. [Obs.] But natheless, while I have time and space, Or that I forther in this tale pace. Chaucer. Or ever, Or ere. See under Ever, and Ere.  Yellow or gold color, -- represented in drawing or engraving by small dots."
ora,"A money of account among the Anglo-Saxons, valued, in the Domesday Book, at twenty pence sterling."
orabassu,"A South American monkey of the genus Callithrix, esp. C. Moloch."
orach,"A genus (Atriplex) of herbs or low shrubs of the Goosefoot family, most of them with a mealy surface. Garden orache, a plant (Atriplex hortensis), often used as a pot herb; -- also called mountain spinach."
orache,"A genus (Atriplex) of herbs or low shrubs of the Goosefoot family, most of them with a mealy surface. Garden orache, a plant (Atriplex hortensis), often used as a pot herb; -- also called mountain spinach."
oracle,"1. The answer of a god, or some person reputed to be a god, to an inquiry respecting some affair or future event, as the success of an enterprise or battle. Whatso'er she saith, for oracles must stand. Drayton. 2. Hence: The deity who was supposed to give the answer; also, the place where it was given. The oracles are dumb; No voice or hideous hum Runs through the arched roof in words deceiving. Milton. 3. The communications, revelations, or messages delivered by God to the prophets; also, the entire sacred Scriptures -- usually in the plural. The first principles of the oracles of God. Heb. v. 12. 4. (Jewish Antiq.)  The sanctuary, or Most Holy place in the temple; also, the temple itself. 1 Kings vi. 19. Siloa's brook, that flow'd Fast by the oracle of God. Milton. 5. One who communicates a divine command; an angel; a prophet. God hath now sent his living oracle Into the world to teach his final will. Milton. 6. Any person reputed uncommonly wise; one whose decisions are regarded as of great authority; as, a literary oracle. ""Oracles of mode."" Tennyson. The country rectors . . . thought him an oracle on points of learning. Macaulay. 7. A wise sentence or decision of great authority.  To utter oracles. [Obs.]"
oracular,"1. Of or pertaining to an oracle; uttering oracles; forecasting the future; as, an oracular tongue. 2. Resembling an oracle in some way, as in solemnity, wisdom, authority, obscurity, ambiguity, dogmatism. They have something venerable and oracular in that unadorned gravity and shortness in the expression. Pope. -- O*rac""u*lar*ly, adv. -- O*rac""u*lar*ness, n."
oraculous,"Oracular; of the nature of an oracle. [R.] ""Equivocations, or oraculous speeches."" Bacon. ""The oraculous seer."" Pope. -- O*rac""u*lous*ly, adv. -- O*rac""u*lous*ness, n."
oragious,Stormy. [R.]
oraison,See Orison. [Obs.] Shak.
oral,"1. Uttered by the mouth, or in words; spoken, not written; verbal; as, oral traditions; oral testimony; oral law. 2. Of or pertaining to the mouth; surrounding or lining the mouth; as, oral cilia or cirri."
orally,"1. In an oral manner. Tillotson. 2. By, with, or in, the mouth; as, to receive the sacrament orally. [Obs.] Usher."
orang,See Orang-outang.
orang-outang,"An arboreal anthropoid ape (Simia satyrus), which inhabits Borneo and Sumatra. Often called simply orang. [Written also orang- outan, orang-utan, ourang-utang, and oran-utan.] Note: It is over four feet high, when full grown, and has very long arms, which reach nearly or quite to the ground when the body is erect. Its color is reddish brown. In structure, it closely resembles man in many respects."
