unharness,"1. To strip of harness; to loose from harness or gear; as, to unharness horses or oxen. Cowper. 2. To disarm; to divest of armor. Holinshed."
unhasp,To unloose the hasp of; to unclose.
unhat,"To take off the hat of; to remove one's hat, especially as a mark of respect. H. Spenser."
unhead,"1. To take out the head of; as, to unhead a cask. 2. To decapitate; to behead. [Obs.] T. Brown."
unheal,Misfortune; calamity; sickness. [Obs.] Chaucer.  To uncover. See Unhele. [Obs.]
unhealth,Unsoundness; disease.
unheard,"1. Not heard; not perceived by the ear; as, words unheard by those present. 2. Not granted an audience or a hearing; not allowed to speak; not having made a defense, or stated one's side of a question; disregarded; unheeded; as, to condemunheard. What pangs I feel, unpitied and unheard! Dryden. 3. Not known to fame; not illustrious or celebrated; obscure. Nor was his name unheard or unadored. Milton. Unheard of. (a) Not heard of; of which there are no tidings. (b) Unknown to fame; obscure. Glanvill."
unheard-of,New; unprecedented; unparalleled. Swift.
unheart,To cause to lose heart; to dishearten. [Obs.] Shak.
unheedy,Incautious; precipitate; heedless. [Obs.] Milton.
unheired,Destitute of an heir. To leave him utterly unheired. Chapman.
unhele,"Same as Unheal, n. [Obs.]  To uncover. [Obs.] Spenser. Marston."
unhelm,To deprive of the helm or helmet. Sir W. Scott.
unhelmed,1. Etym: [Properly p. p. of unhelm.]  Divested or deprived of the helm or helmet. 2. Etym: [Pref. un- not + helm.]  Not wearing a helmet; without a helmet. Sir W. Scott.
unhelmet,To deprive of the helmet. Sir W. Scott.
unhide,To bring out from concealment; to discover. [Obs.] P. Fletcher.
unhinge,"1. To take from the hinges; as, to unhinge a door. 2. To displace; to unfix by violence. Blackmore. 3. To render unstable or wavering; to unsettle; as, to unhinge one's mind or opinions; to unhinge the nerves. Why should I then unhinge my brains, ruin my mind South. His sufferings, nay the revolutions of his fate, had not in the least unhinged his mind. Walpole."
unhingement,"The act unhinging, or the state of being unhinged."
unhitch,"To free from being hitched, or as if from being hitched; to unfasten; to loose; as, to unhitch a horse, or a trace."
unhive,"1. To drive or remove from a hive. 2. To deprive of habitation or shelter, as a crowd."
unhoard,To take or steal from a hoard; to pilfer. Milton.
unhold,To cease to hold; to unhand; to release. [Obs.] Otway.
unholy,"Not holy; unhallowed; not consecrated; hence, profane; wicked; impious. -- Un*ho""li*ly, adv. -- Un*ho""li*ness, n."
unhonest,"Dishonest; dishonorable. Ascham. -- Un*hon""est*ly, adv. Udall."
unhood,To remove a hood or disguise from. Quarterly Rev.
unhook,"To loose from a hook; to undo or open by loosening or unfastening the hooks of; as, to unhook a fish; to unhook a dress."
unhoop,To strip or deprive of hoops; to take away the hoops of.
unhoped,"Not hoped or expected. ""With unhoped success."" Dryden. Blessings of friends, which to my door Unasked, unhoped, have come. J. N. Newman."
unhoped-for,Unhoped; unexpected.
unhorse,"To throw from a horse; to cause to dismount; also, to take a horse or horses from; as, to unhorse a rider; to unhorse a carriage. Cowper."
unhosed,Without hose.
unhospitable,Inhospitable.
unhouse,"To drive from a house or habitation; to dislodge; hence, to deprive of shelter."
unhoused,1. Etym: [Properly p. p. of unhouse.]  Driven from a house; deprived of shelter. 2. Etym: [Pref. un- + housed.]  Not provided with a house or shelter; houseless; homeless.
unhouseled,"Not having received the sacrament. [Obs.] [Written also unhouselled.] To die like the houseless dog on yonder common, unshriven and unhouseled. Sir W. Scott."
unhuman,Not human; inhuman.
unhumanize,To render inhuman or barbarous. J. Barlow.
unhusked,"1. Etym: [Pref. un- not + husked.]  Not husked; having the husk on. 2. Etym: [1 st pref. un- + husk, n.]  Having the husk removed; without husk. Bp. Hall."
uni-,"A prefix signifying one, once; as in uniaxial, unicellular."
uniat,"A member of the Greek Church, who nevertheless acknowledges the supremacy of the Pope of Rome; one of the United Greeks. Also used adjectively."
uniate,"A member of the Greek Church, who nevertheless acknowledges the supremacy of the Pope of Rome; one of the United Greeks. Also used adjectively."
uniaxal,"Uniaxial. -- U`ni*ax""al*ly, adv."
uniaxial,"1. (Crystallog.)  Having but one optic axis, or line of no double refraction. Note: In uniaxial crystals, the optic axis has the direction of the vertical crystallographic axis. All tetragonal and hexagonal crystals are uniaxial. 2. (Biol.)  Having only one axis; developing along a single line or plane; -- opposed to multiaxial."
uniaxially,In a uniaxial manner.
unibranchiate,"Having but one gill, as certain molluscs."
unicameral,"Having, or consisting of, a single chamber; -- said of a legislative assembly. [R.] F. Lieber."
unicapsular,Having but one capsule to each flower.
unicarinated,Having one ridge or keel. Craig.
unicelled,Unicellular.
unicellular,"Having, or consisting of, but a single cell; as, a unicellular organism."
unicentral,"Having a single center of growth. Unicentral development, that form of development which takes place primarily around a single central point, as in the lowest of unicellular organisms."
unicity,"The condition of being united; quality of the unique; unification. Not unity, but what the schoolmen call unicity. De Quincey. The unicity we strive not to express, for that is impossible, but to designate by the nearest analogy. Coleridge."
uniclinal,See Nonoclinal.
unicolorous,Having the surface of a uniform color.
unicorn,"1. A fabulous animal with one horn; the monoceros; -- often represented in heraldry as a supporter. 2. A two-horned animal of some unknown kind, so called in the Authorized Version of the Scriptures. Canst thou bind the unicorn with his band in the furrow Job xxxix. 10. Note: The unicorn mentioned in the Scripture was probably the urus. See the Note under Reem. 3. (ZoÃ¶l.) (a) Any large beetle having a hornlike prominence on the head or prothorax. (b) The larva of a unicorn moth. 4. (ZoÃ¶l.)  The kamichi; -- called also unicorn bird. 5. (Mil.)  A howitzer. [Obs.] Fossil unicorn, or Fossil unicorn's horn (Med.), a substance formerly of great repute in medicine; -- named from having been supposed to be the bone or the horn of the unicorn. -- Unicorn fish, Unicorn whale (ZoÃ¶l.), the narwhal. -- Unicorn moth (ZoÃ¶l.), a notodontian moth (Coelodasys unicornis) whose caterpillar has a prominent horn on its back; -- called also unicorn prominent. -- Unicorn root (Bot.), a name of two North American plants, the yellow-flowered colicroot (Aletris farinosa) and the blazing star (ChamÃ¦lirium luteum). Both are used in medicine. -- Unicorn shell (ZoÃ¶l.), any one of several species of marine gastropods having a prominent spine on the lip of the shell. Most of them belong to the genera Monoceros and Leucozonia."
unicornous,"Having but a single horn; -- said of certain insects. ""Unicornous beetles."" Sir T. Browne."
unicostate,Having a single rib or strong nerve running upward from the base; -- said of a leaf.
unicursal,"That can be passed over in a single course; -- said of a curve when the coÃ¶rdinates of the point on the curve can be expressed as rational algebraic functions of a single parameter th. Note: As th varies minus infinity to plus infinity, to each value of th there corresponds one, and only one, point of the curve, while to each point on the curve there corresponds one, and only one, value of th. Straight lines, conic sections, curves of the third order with a nodal point, curves of the fourth order with three double points, etc., are unicursal."
unideaed,"Having no ideas; senseless; frivolous. ""Unideaed girls."" Mrs. Hemans. He [Bacon] received the unideaed page [Villiers] into his intimacy. Lord Campbell."
unideal,1. Not ideal; real; unimaginative. 2. Unideaed. [R.] Johnson.
unidimensional,Having but one dimension. See Dimension.
unidiomatic,Not idiomatic. [R.] Landor.
unidiomatical,Not idiomatic. [R.] Landor.
unifacial,"Having but one front surface; as, some foliaceous corals are unifacial, the polyp mouths being confined to one surface."
unific,Making one or unity; unifying.
unification,"The act of unifying, or the state of being unified. Unification with God was the final aim of the Neoplatonicians. Fleming."
unifier,"One who, or that which, unifies; as, a natural law is a unifier of phenomena."
unifilar,"Having only one thread; involving the use of only one thread, wire, fiber, or the like; as, unifilar suspension. Unifilar magnetometer (Physics), an instrument which consists of a magnetic bar suspended at its center of gravity by a long thread, constituting a delicate means for accurately measuring magnetic intensities, also for determining declinations of the magnetic needle."
uniflagellate,"Having but one flagellum; as, uniflagellate organisms."
uniflorous,"Bearing one flower only; as, a uniflorous peduncle."
unifolliate,Having only one leaf.
unifollilate,"Having only one leaflet, as the leaves of the orange tree."
uniform,"1. Having always the same form, manner, or degree; not varying or variable; unchanging; consistent; equable; homogenous; as, the dress of the Asiatics has been uniform from early ages; the temperature is uniform; a stratum of uniform clay. Whewell. 2. Of the same form with others; agreeing with each other; conforming to one rule or mode; consonant. The only doubt is . . . how far churches are bound to be uniform in their ceremonies. Hooker. Uniform matter, that which is all of the same kind and texture; homogenous matter. -- Uniform motion, the motion of a body when it passes over equal spaces in equal times; equable motion. Hutton.  A dress of a particular style or fashion worn by persons in the same service or order by means of which they have a distinctive appearance; as, the uniform of the artillery, of the police, of the Freemasons, etc. There are many things which, a soldier will do in his plain clothes which he scorns to do in his uniform. F. W. Robertson. In full uniform (Mil.), wearing the whole of the prescribed uniform, with ornaments, badges of rank, sash, side arms, etc. -- Uniform sword, an officer's sword of the regulation pattern prescribed for the army or navy.  1. To clothe with a uniform; as, to uniform a company of soldiers. 2. To make conformable. [Obs.] Sir P. Sidney."
uniformal,Uniform. [Obs.] Herrick.
uniformism,"The doctrine of uniformity in the geological history of the earth; -- in part equivalent to uniformitarianism, but also used, more broadly, as opposed to catastrophism."
uniformitarian,"Of, pertaining to, or designating, the view or doctrine that existing causes, acting in the same manner and with essentially the same intensity as at the present time, are sufficient to account for all geological changes.  One who accepts uniformitarianism, or the uniformitarian doctrine."
uniformitarianism,The uniformitarian doctrine.
uniformity,"1. The quality or state of being uniform; freedom from variation or difference; resemblance to itself at all times; sameness of action, effect, etc., under like conditions; even tenor; as, the uniformity of design in a poem; the uniformity of nature. 2. Consistency; sameness; as, the uniformity of a man's opinions. 3. Similitude between the parts of a whole; as, the uniformity of sides in a regular figure; beauty is said to consist in uniformity with variety. 4. Continued or unvaried sameness or likeness. 5. Conformity to a pattern or rule; resemblance, consonance, or agreement; as, the uniformity of different churches in ceremonies or rites. Act of Uniformity (Eng. Hist.), an act of Parliament, passed in 1661, prescribing the form of public prayers, administration of sacraments, and other rites of the Established Church of England. Its provisions were modified by the ""Act of Uniformity Amendment Act,"" of 1872."
uniformly,"In a uniform manner; without variation or diversity; by a regular, constant, or common ratio of change; with even tenor; as, a temper uniformly mild. To vary uniformly (Math.), to vary with the ratio of the corresponding increments constant; -- said of two dependent quantities with regard to each other."
unifromness,The quality or state of being uniform; uniformity.
unify,To cause to be one; to make into a unit; to unite; to view as one. A comprehensive or unifying act of the judging faculty. De Quincey. Perception is thus a unifying act. Sir W. Hamilton.
unigeniture,The state of being the only begotten. [R.] Bp. Pearson.
unigenous,Being of one kind; being of the same genus.
unijugate,Having but one pair of leaflets; -- said of a pinnate leaf.
unilabiate,"Having one lip only; as, a unilabiate corolla."
unilateral,"1. Being on one side only; affecting but one side; one-sided. 2. (Biol.)  Pertaining to one side; one-sided; as, a unilateral raceme, in which the flowers grow only on one side of a common axis, or are all turned to one side. Unilateral contract (Law), a contract or engagement requiring future action only by one party."
uniliteral,"Consisting of one letter only; as, a uniliteral word or sign."
unilobar,Consisting of a single lobe.
unilocular,"Having one cell or cavity only; as, a unilocular capsule or shell."
unimitable,Inimitable. [Obs.]
unimpairable,That can not be impaired. Hakewill.
unimpeachable,"Not impeachable; not to be called in question; exempt from liability to accusation; free from stain, guilt, or fault; irreproachable; blameless; as, an unimpeachable reputation; unimpeachable testimony. Burke. -- Un`im*peach""a*ble*ness, n. -- Un`im*peach""a*bly, adv."
unimplicate,"Not implicated. ""Unimplicate in folly."" R. Browning."
unimportance,Want of importance; triviality. Johnson.
unimproved,"1. Not improved; not made better or wiser; not advanced in knowledge, manners, or excellence. 2. Not used; not employed; especially, not used or employed for a valuable purpose; as, unimproved opportunities; unimproved blessings. Cowper. 3. Not tilled, cultivated, or built upon; yielding no revenue; as, unimproved land or soil."
unimuscular,"Having only one adductor muscle, and one muscular impression on each valve, as the oyster; monomyarian."
unincumbered,"1. Not incumbered; not burdened. 2. (Law)  Free from any temporary estate or interest, or from mortgage, or other charge or debt; as, an estate unincumbered with dower."
uninfringible,"That may not be infringed; as, an uninfringible monopoly."
unintelligence,Absence or lack of intelligence; unwisdom; ignorance. Bp. Hall.
uninteressed,Uninterested; unaffected. [Obs.] Glanvill.
uninterested,"1. Not interested; not having any interest or property in; having nothing at stake; as, to be uninterested in any business. 2. Not having the mind or the passions engaged; as, uninterested in a discourse or narration."
unintermission,Want or failure of intermission. [R.] Bp. Parker.
uninucleated,"Possessed of but a single nucleus; as, a uninucleated cell."
unio,Any one of numerous species of fresh-water mussels belonging to Unio and many allied genera.
uniocular,"Of, pertaining to, or seated in, one eye; monocular."
union,"1. The act of uniting or joining two or more things into one, or the state of being united or joined; junction; coalition; combination. Note: Union differs from connection, as it implies that the bodies are in contact, without an interconnected by the in 2. Agreement and conjunction of mind, spirit, will, affections, or the like; harmony; concord. 3. That which is united, or made one; something formed by a combination or coalition of parts or members; a confederation; a consolidated body; a league; as, the weavers have formed a union; trades unions have become very numerous; the United States of America are often called the Union. A. Hamilton. 4. A textile fabric composed of two or more materials, as cotton, silk, wool, etc., woven together. 5. A large, fine pearl. [Obs.] If they [pearls] be white, great, round, smooth, and weighty . . . our dainties and delicates here at Rome . . . call them unions, as a man would say ""singular,"" and by themselves alone. Holland. In the cup an union shall he throw, Richer than that which four successive kings In Denmark's crown have worn. Shak. 6. A device emblematic of union, used on a national flag or ensign, sometimes, as in the military standard of Great Britain, covering the whole field; sometimes, as in the flag of the United States, and the English naval and marine flag, occupying the upper inner corner, the rest of the flag being called the fly. Also, a flag having such a device; especially, the flag of Great Britain. Note: The union of the United States ensign is a cluster of white stars, denoting the union of the States, and, properly, equal in number to that of the States, displayed on a blue field; the fly being composed of alternate stripes of red and white. The union of the British ensign is the three crosses of St. George, St. Andrew, and St. Patrick in combination, denoting the union of England, Scotland and Ireland, displayed on a blue field in the national banner used on shore, on a red, white, or blue field in naval ensigns, and with a white border or fly in the merchant service. 7. (Mach.)  A joint or other connection uniting parts of machinery, or the like, as the elastic pipe of a tender connecting it with the feed pipe of a locomotive engine; especially, a pipe fitting for connecting pipes, or pipes and fittings, in such a way as to facilitate disconnection. 8. (Brewing)  A cask suspended on trunnions, in which fermentation is carried on. Hypostatic union (Theol.) See under Hypostatic. -- Latin union. See under Latin. -- Legislative Union (Eng. Hist.), the union of Great Britain and Ireland, which took place Jan. 1, 1801. -- Union, or Act of Union (Eng. Hist.), the act by which Scotland was united to England, or by which the two kingdoms were incorporated into one, in 1707. -- Union by the first, or second, intention. (Surg.) See To heal by the first, or second, intention, under Intention. -- Union down (Naut.), a signal of distress at sea made by reversing the flag, or turning its union downward. -- Union jack. (Naut.) See Jack, n., 10. -- Union joint. (Mech.) (a) A joint formed by means of a union. (b) A piece of pipe made in the form of the letter T. Syn. -- Unity; junction; connection; concord; alliance; coalition; combination; confederacy. -- Union, Unity. Union is the act of bringing two or more things together so as to make but one, or the state of being united into one. Unity is a state of simple oneness, either of essence, as the unity of God, or of action, feeling, etc., as unity of design, of affection, etc. Thus, we may speak of effecting a union of interests which shall result in a unity of labor and interest in securing a given object. One kingdom, joy, and union without end. Milton. [Man] is to . . . beget Like of his like, his image multiplied. In unity defective; which requires Collateral love, and dearest amity. Milton."
unionism,"1. The sentiment of attachment to a federal union, especially to the federal union of the United States. 2. The principles, or the system, of combination among workmen engaged in the same occupation or trade."
unionist,"1. One who advocates or promotes union; especially a loyal supporter of a federal union, as that of the United States. 2. A member or supporter of a trades union."
unionistic,Of or pertaining to union or unionists; tending to promote or preserve union.
uniovulate,Containing but one ovule.
unipara,A woman who has borne one child.
uniparous,1. (ZoÃ¶l.)  Producing but one egg or young at a time. 2. (Bot.)  Producing but one axis of inflorescence; -- said of the scorpioid cyme.
uniped,Having only one foot. Wright.
unipersonal,"1. Existing as one, and only one, person; as, a unipersonal God. 2. (Gram.)  Used in only one person, especially only in the third person, as some verbs; impersonal."
unipersonalist,One who believes that the Deity is unipersonal.
uniphonous,"Having but one sound, as the drum. [R.]"
uniplicate,"Having, or consisting of, but one fold."
unipolar,"1. (Physics)  Having, or acting by means of, one pole only. 2. (Anat.)  Having but one pole or process; -- applied to those ganglionic nerve cells which have but one radiating process; -- opposed to multipolar. Unipolar induction (Elec.), induction, as in a conducting circuit, by only one pole of a magnet. -- Unipolar stimulation (Physiol.), the simulation sometimes produced when one electrode of an induction apparatus is applied to a nerve; -- called also unipolar induction action. Du Bois-Reymond."
unique,"Being without a like or equal; unmatched; unequaled; unparalleled; single in kind or excellence; sole. -- U*nique""ly, adv. -- U*nique""ness, n.  A thing without a like; something unequaled or unparalleled. [R.] The phenix, the unique pf birds. De Quincey."
uniquity,The quality or state of being unique; uniqueness. [R.] Walpole.
uniradiated,Having but one ray.
uniramous,Having but one branch.
uniseptate,"Having but one septum, or partition; -- said of two-celled fruits, such as the silicles of cruciferous plants."
uniserial,Having only one row or series.
uniseriate,"Having one line or series; uniserial. -- U`ni*se""ri*ate*ly, adv."
unisexual,"Having one sex only, as plants which have the male and female flowers on separate individuals, or animals in which the sexes are in separate individuals; dioecious; -- distinguished from bisexual, or hermaphrodite. See Dioecious."
unisilicate,"A salt of orthosilicic acid, H4SiO4; -- so called because the ratio of the oxygen atoms united to the basic metals and silicon respectively is 1:1; for example, Mg2SiO4 or 2MgO.SiO2."
unison,"1. Harmony; agreement; concord; union. 2. (Mus.)  Identity in pitch; coincidence of sounds proceeding from an equality in the number of vibrations made in a given time by two or more sonorous bodies. Parts played or sung in octaves are also said to be in unison, or in octaves. Note: If two cords of the same substance have equal length, thickness, and tension, they are said to be in unison, and their sounds will be in unison. Sounds of very different qualities and force may be in unison, as the sound of a bell may be in unison with a sound of a flute. Unison, then, consists in identity of pitch alone, irrespective of quality of sound, or timbre, whether of instruments or of human voices. A piece or passage is said to be sung or played in unison when all the voices or instruments perform the same part, in which sense unison is contradistinguished from harmony. 3. A single, unvaried. [R.] Pope. In unison, in agreement; agreeing in tone; in concord.  1. Sounding alone. [Obs.] [sounds] intermixed with voice, Choral or unison. Milton. 2. (Mus.)  Sounded alike in pitch; unisonant; unisonous; as, unison passages, in which two or more parts unite in coincident sound."
unisonal,"Being in unison; unisonant. -- U*nis""o*nal*ly, adv."
unisonance,Accordance of sounds; unison.
unisonant,Being in unison; having the same degree of gravity or acuteness; sounded alike in pitch.
unisonous,Being in unison; unisonant. Busby.
unit,"1. A single thing or person. 2. (Arith.)  The least whole number; one. Units are the integral parts of any large number. I. Watts. 3. A gold coin of the reign of James I., of the value of twenty shillings. Camden. 4. Any determinate amount or quantity (as of length, time, heat, value) adopted as a standard of measurement for other amounts or quantities of the same kind. 5. (Math.)  A single thing, as a magnitude or number, regarded as an undivided whole. Abstract unit, the unit of numeration; one taken in the abstract; the number represented by 1. The term is used in distinction from concrete, or determinate, unit, that is, a unit in which the kind of thing is expressed; a unit of measure or value; as 1 foot, 1 dollar, 1 pound, and the like. -- Complex unit (Theory of Numbers), an imaginary number of the form a + b-1, when a2 + b2 = 1. -- Duodecimal unit, a unit in the scale of numbers increasing or decreasing by twelves. -- Fractional unit, the unit of a fraction; the reciprocal of the denominator; thus, unit of the fraction -- Integral unit, the unit of integral numbers, or 1. -- Physical unit, a value or magnitude conventionally adopted as a unit or standard in physical measurements. The various physical units are usually based on given units of length, mass, and time, and on the density or other properties of some substance, for example, water. See Dyne, Erg, Farad, Ohm, Poundal, etc. -- Unit deme (Biol.), a unit of the inferior order or orders of individuality. -- Unit jar (Elec.), a small, insulated Leyden jar, placed between the electrical machine and a larger jar or battery, so as to announce, by its repeated discharges, the amount of electricity passed into the larger jar. -- Unit of heat (Physics), a determinate quantity of heat adopted as a unit of measure; a thermal unit (see under Thermal). Water is the substance generally employed, the unit being one gram or one pound, and the temperature interval one degree of the Centigrade or Fahrenheit scale. When referred to the gram, it is called the gram degree. The British unit of heat, or thermal unit, used by engineers in England and in the United States, is the quantity of heat necessary to raise one pound of pure water at and near its temperature of greatest density (39.1Âº Fahr.) through one degree of the Fahrenheit scale. Rankine. -- Unit of illumination, the light of a sperm candle burning 120 grains per hour. Standard gas, burning at the rate of five cubic feet per hour, must have an illuminating power equal to that of fourteen such candles. -- Unit of measure (as of length, surface, volume, dry measure, liquid measure, money, weight, time, and the like), in general, a determinate quantity or magnitude of the kind designated, taken as a standard of comparison for others of the same kind, in assigning to them numerical values, as 1 foot, 1 yard, 1 mile, 1 square foot, 1 square yard, 1 cubic foot, 1 peck, 1 bushel, 1 gallon, 1 cent, 1 ounce, 1 pound, 1 hour, and the like; more specifically, the fundamental unit adopted in any system of weights, measures, or money, by which its several denominations are regulated, and which is itself defined by comparison with some known magnitude, either natural or empirical, as, in the United States, the dollar for money, the pound avoirdupois for weight, the yard for length, the gallon of 8.3389 pounds avoirdupois of water at 39.8Âº Fahr. (about 231 cubic inches) for liquid measure, etc.; in Great Britain, the pound sterling, the pound troy, the yard, or -- Unit of power. (Mach.) See Horse power. -- Unit of resistance. (Elec.) See Resistance, n., 4, and Ohm. -- Unit of work (Physics), the amount of work done by a unit force acting through a unit distance, or the amount required to lift a unit weight through a unit distance against gravitation. See Erg, Foot Pound, Kilogrammeter. -- Unit stress (Mech. Physics), stress per unit of area; intensity of stress. It is expressed in ounces, pounds, tons, etc., per square inch, square foot, or square yard, etc., or in atmospheres, or inches of mercury or water, or the like."
unitable,Capable of union by growth or otherwise. Owen.
unitarian,"1. (Theol.)  One who denies the doctrine of the Trinity, believing that God exists only in one person; a unipersonalist; also, one of a denomination of Christians holding this belief. 2. One who rejects the principle of dualism. 3. A monotheist. [R.] Fleming.  Of or pertaining to Unitarians, or their doctrines."
unitarianism,The doctrines of Unitarians.
unitarianize,To change or turn to Unitarian views.
unitary,"1. Of or pertaining to a unit or units; relating to unity; as, the unitary method in arithmetic. 2. Of the nature of a unit; not divided; united. Unitary theory (Chem.), the modern theory that the molecules of all complete compounds are units, whose parts are bound together in definite structure, with mutual and reciprocal influence on each other, and are not mere aggregations of more or less complex groups; -- distinguished from the dualistic theory."
unite,"1. To put together so as to make one; to join, as two or more constituents, to form a whole; to combine; to connect; to join; to cause to adhere; as, to unite bricks by mortar; to unite iron bars by welding; to unite two armies. 2. Hence, to join by a legal or moral bond, as families by marriage, nations by treaty, men by opinions; to join in interest, affection, fellowship, or the like; to cause to agree; to harmonize; to associate; to attach. Under his great vicegerent reign abide, United as one individual soul. Milton. The king proposed nothing more than to unite his kingdom in one form of worship. Clarendon. Syn. -- To add; join; annex; attach. See Add.  1. To become one; to be cemented or consolidated; to combine, as by adhesion or mixture; to coalesce; to grow together. 2. To join in an act; to concur; to act in concert; as, all parties united in signing the petition.  United; joint; as, unite consent. [Obs.] J. Webster."
united,"Combined; joined; made one. United Brethren. (Eccl.) See Moravian, n. -- United flowers (Bot.), flowers which have the stamens and pistils in the same flower. -- The United Kingdom, Great Britain and Ireland; -- so named since January 1, 1801, when the Legislative Union went into operation. -- United Greeks (Eccl.), those members of the Greek Church who acknowledge the supremacy of the pope; -- called also uniats."
unitedly,In an united manner. Dryden.
uniter,"One who, or that which, unites."
uniterable,"Not iterable; incapable of being repeated. [Obs.] ""To play away an uniterable life."" Sir T. Browne."
unition,"The act of uniting, or the state of being united; junction. [Obs.] Wiseman."
unitive,"Having the power of uniting; causing, or tending to produce, union. Jer. Taylor."
unitively,In a unitive manner. Cudworth.
unitize,"To reduce to a unit, or one whole; to form into a unit; to unify."
unitude,Unity. [R.] H. Spenser.
unity,"1. The state of being one; oneness. Whatever we can consider as one thing suggests to the understanding the idea of unity. Locks. Note: Unity is affirmed of a simple substance or indivisible monad, or of several particles or parts so intimately and closely united as to constitute a separate body or thing. See the Synonyms under Union. 2. Concord; harmony; conjunction; agreement; uniformity; as, a unity of proofs; unity of doctrine. Behold, how good and how pleasant it is for brethren to dwell together in unity! Ps. cxxxiii. 1. 3. (Math.)  Any definite quantity, or aggregate of quantities or magnitudes taken as one, or for which 1 is made to stand in calculation; thus, in a table of natural sines, the radius of the circle is regarded as unity. Note: The number 1, when it is not applied to any particular thing, is generally called unity. 4. (Poetry & Rhet.)  In dramatic composition, one of the principles by which a uniform tenor of story and propriety of representation are preserved; conformity in a composition to these; in oratory, discourse, etc., the due subordination and reference of every part to the development of the leading idea or the eastablishment of the main proposition. Note: In the Greek drama, the three unities required were those of action, of time, and of place; that is, that there should be but one main plot; that the time supposed should not exceed twenty-four hours; and that the place of the action before the spectators should be one and the same throughout the piece. 5. (Fine Arts & Mus.)  Such a combination of parts as to constitute a whole, or a kind of symmetry of style and character. 6. (Law)  The peculiar characteristics of an estate held by several in joint tenancy. Note: The properties of it are derived from its unity, which is fourfold; unity of interest, unity of title, unity of time, and unity of possession; in other words, joint tenants have one and the same interest, accruing by one and the same conveyance, commencing at the same time, and held by one and the same undivided possession. Unity of possession is also a joint possession of two rights in the same thing by several titles, as when a man, having a lease of land, afterward buys the fee simple, or, having an easement in the land of another, buys the servient estate. At unity, at one. -- Unity of type. (Biol.) See under Type. Syn. -- Union; oneness; junction; concord; harmony. See Union."
univalence,The quality or state of being univalent.
univalent,"Having a valence of one; capable of combining with, or of being substituted for, one atom of hydrogen; monovalent; -- said of certain atoms and radicals."
univalve,"A shell consisting of one valve only; a mollusk whose shell is composed of a single piece, as the snails and conchs. Note: Most univalves are spiral and are the shells of gastropods, but many belong to cephalopods and pteropods. A large number of univalves belonging to the gastropods are conical, cup-shaped, or shieldlike, as the limpets.  Having one valve; as, a univalve shell or pericarp."
univalved,"Having one valve; as, a univalve shell or pericarp."
univalvia,Same as Gastropoda.
univalvular,"Same as Univalve, a."
univariant,Having one degree of freedom or variability.
universal,"1. Of or pertaining to the universe; extending to, including, or affecting, the whole number, quantity, or space; unlimited; general; all-reaching; all-pervading; as, universal ruin; universal good; universal benevolence or benefice. ""Anointed universal King."" Milton. The universal cause Acts not by partial, but by general laws. Pope. This universal frame began. Dryden. Note: Universal and its derivatives are used in common discourse for general and its derivatives. See General. 2. Constituting or considered as a whole; total; entire; whole; as, the universal world. Shak. At which the universal host up dent A shout that tore Hell's concave. Milton. 3. (Mech.)  Adapted or adaptable to all or to various uses, shapes, sizes, etc.; as, a universal milling machine. 4. (Logic)  Forming the whole of a genus; relatively unlimited in extension; affirmed or denied of the whole of a subject; as, a universal proposition; -- opposed to particular; e. g. (universal affirmative) All men are animals; (universal negative) No men are omniscient. Universal chuck (Mach.), a chuck, as for a lathe, having jaws which can be moved simultaneously so as to grasp objects of various sizes. -- Universal church, the whole church of God in the world; the catholic church. See the Note under Catholic, a., 1. -- Universal coupling. (Mach.) Same as Universal joint, below. -- Universal dial, a dial by which the hour may be found in any part of the world, or under any elevation of the pole. -- Universal instrument (Astron.), a species of altitude and azimuth instrument, the peculiarity of which is, that the object end of the telescope is placed at right angles to the eye end, with a prism of total reflection at the angle, and the eye end constitutes a portion of the horizontal axis of the instrument, having the eyepiece at the pivot and in the center of the altitude circle, so that the eye has convenient access to both at the same time. -- Universal joint (Mach.), a contrivance used for joining two shafts or parts of a machine endwise, so that the one may give rotary motion to the other when forming an angle with it, or may move freely in all directions with respect to the other, as by means of a cross connecting the forked ends of the two shafts (Fig. 1). Since this joint can not act when the angle of the shafts is less than 140Âº, a double joint of the same kind is sometimes used for giving rotary motion at angles less than 140Âº (Fig. 2). -- Universal umbel (Bot.), a primary or general umbel; the first or largest set of rays in a compound umbel; -- opposed to partial umbel. A universal involucre is not unfrequently placed at the foot of a universal umbel. Syn. -- General; all; whole; total. See General.  1. The whole; the general system of the universe; the universe. [Obs.] Plato calleth God the cause and original, the nature and reason, of the universal. Sir W. Raleigh. 2. (Logic) (a) A general abstract conception, so called from being universally applicable to, or predicable of, each individual or species contained under it. (b) A universal proposition. See Universal, a., 4."
universalian,Of or pertaining to Universalism; Universalist. [R.]
universalism,"The doctrine or belief that all men will be saved, or made happy, in the future state."
universalist,1. (Theol.)  One who believes in Universalism; one of a denomination of Christians holding this faith. 2. One who affects to understand all the particulars in statements or propositions. [Obs.] Bentley.  Of or pertaining to Unversalists of their doctrines.
universalistic,Of or pertaining to the whole; universal.
universality,"The quality or state of being universal; unlimited extension or application; generality; -- distinguished from particularity; as, the unversality of a proposition; the unversality of sin; the unversality of the Deluge."
universalize,To make universal; to generalize. Coleridge.
