editora,1. adj. Que edita.
editorial,1. adj. Perteneciente o relativo a editores o ediciones.
editorialice,1. intr. Escribir editoriales en un periódico o revista.
editorialicemos,1. intr. Escribir editoriales en un periódico o revista.
editorialicen,1. intr. Escribir editoriales en un periódico o revista.
editorialices,1. intr. Escribir editoriales en un periódico o revista.
editorialicé,1. intr. Escribir editoriales en un periódico o revista.
editorialicéis,1. intr. Escribir editoriales en un periódico o revista.
editorialismo,1. m. Ejercicio y práctica de los editorialistas.
editorialista,1. m. y f. Persona encargada de redactar editoriales en un medio de comunicación.
editorializa,1. intr. Escribir editoriales en un periódico o revista.
editorializaba,1. intr. Escribir editoriales en un periódico o revista.
editorializabais,1. intr. Escribir editoriales en un periódico o revista.
editorializaban,1. intr. Escribir editoriales en un periódico o revista.
editorializabas,1. intr. Escribir editoriales en un periódico o revista.
editorializad,1. intr. Escribir editoriales en un periódico o revista.
editorializado,1. intr. Escribir editoriales en un periódico o revista.
editorializamos,1. intr. Escribir editoriales en un periódico o revista.
editorializan,1. intr. Escribir editoriales en un periódico o revista.
editorializando,1. intr. Escribir editoriales en un periódico o revista.
editorializar,1. intr. Escribir editoriales en un periódico o revista.
editorializara,1. intr. Escribir editoriales en un periódico o revista.
editorializarais,1. intr. Escribir editoriales en un periódico o revista.
editorializaran,1. intr. Escribir editoriales en un periódico o revista.
editorializaras,1. intr. Escribir editoriales en un periódico o revista.
editorializare,1. intr. Escribir editoriales en un periódico o revista.
editorializareis,1. intr. Escribir editoriales en un periódico o revista.
editorializaremos,1. intr. Escribir editoriales en un periódico o revista.
editorializaren,1. intr. Escribir editoriales en un periódico o revista.
editorializares,1. intr. Escribir editoriales en un periódico o revista.
editorializaron,1. intr. Escribir editoriales en un periódico o revista.
editorializará,1. intr. Escribir editoriales en un periódico o revista.
editorializarán,1. intr. Escribir editoriales en un periódico o revista.
editorializarás,1. intr. Escribir editoriales en un periódico o revista.
editorializaré,1. intr. Escribir editoriales en un periódico o revista.
editorializaréis,1. intr. Escribir editoriales en un periódico o revista.
editorializaría,1. intr. Escribir editoriales en un periódico o revista.
editorializaríais,1. intr. Escribir editoriales en un periódico o revista.
editorializaríamos,1. intr. Escribir editoriales en un periódico o revista.
editorializarían,1. intr. Escribir editoriales en un periódico o revista.
editorializarías,1. intr. Escribir editoriales en un periódico o revista.
editorializas,1. intr. Escribir editoriales en un periódico o revista.
editorializase,1. intr. Escribir editoriales en un periódico o revista.
editorializaseis,1. intr. Escribir editoriales en un periódico o revista.
editorializasen,1. intr. Escribir editoriales en un periódico o revista.
editorializases,1. intr. Escribir editoriales en un periódico o revista.
editorializaste,1. intr. Escribir editoriales en un periódico o revista.
editorializasteis,1. intr. Escribir editoriales en un periódico o revista.
editorializo,1. intr. Escribir editoriales en un periódico o revista.
editorializá,1. intr. Escribir editoriales en un periódico o revista.
editorializábamos,1. intr. Escribir editoriales en un periódico o revista.
editorializáis,1. intr. Escribir editoriales en un periódico o revista.
editorializáramos,1. intr. Escribir editoriales en un periódico o revista.
editorializáremos,1. intr. Escribir editoriales en un periódico o revista.
editorializás,1. intr. Escribir editoriales en un periódico o revista.
editorializásemos,1. intr. Escribir editoriales en un periódico o revista.
editorializó,1. intr. Escribir editoriales en un periódico o revista.
editorialmente,1. adv. Desde el punto de vista editorial.
editá,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editábamos,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editáis,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editáramos,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editáremos,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editás,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editásemos,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
edité,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editéis,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
editó,"1. tr. Publicar por medio de la imprenta o por otros procedimientos una obra, periódico, folleto, mapa, etc."
edra,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edraba,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrabais,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edraban,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrabas,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrad,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrado,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edramos,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edran,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrando,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrar,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrara,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrarais,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edraran,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edraras,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrare,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrareis,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edraremos,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edraren,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrares,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edraron,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrará,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrarán,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrarás,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edraré,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edraréis,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edraría,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edraríais,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edraríamos,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrarían,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrarías,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edras,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrase,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edraseis,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrasen,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrases,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edraste,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrasteis,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edre,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edredón,1. m. Plumón de ciertas aves del norte.
edremos,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edren,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edres,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrisí,"1. adj. Descendiente de Edris o Idris ben Abdala, fundador de un gran imperio en el norte de África durante el siglo VIII. U. t. c. s."
edro,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrá,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrábamos,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edráis,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edráramos,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edráremos,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrás,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edrásemos,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edré,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edréis,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
edró,1. tr. Agr. binar (‖ hacer la segunda cava en las viñas).
educa,"1. tr. Dirigir, encaminar, doctrinar."
educaba,"1. tr. Dirigir, encaminar, doctrinar."
educabais,"1. tr. Dirigir, encaminar, doctrinar."
educaban,"1. tr. Dirigir, encaminar, doctrinar."
educabas,"1. tr. Dirigir, encaminar, doctrinar."
educable,1. adj. Que puede recibir educación.
educacional,1. adj. Perteneciente o relativo a la educación.
educacionista,1. adj. Perteneciente o relativo a la educación.
educación,1. f. Acción y efecto de educar.
educad,"1. tr. Dirigir, encaminar, doctrinar."
educada,1. adj. Que tiene buena educación o urbanidad.
educado,1. adj. Que tiene buena educación o urbanidad.
educador,"1. adj. Que educa. Apl. a pers., u. t. c. s."
educadora,"1. adj. Que educa. Apl. a pers., u. t. c. s."
educamos,"1. tr. Dirigir, encaminar, doctrinar."
educan,"1. tr. Dirigir, encaminar, doctrinar."
educanda,1. adj. Que está recibiendo educación. U. m. c. s.
educando,1. adj. Que está recibiendo educación. U. m. c. s.
educar,"1. tr. Dirigir, encaminar, doctrinar."
educara,"1. tr. Dirigir, encaminar, doctrinar."
educarais,"1. tr. Dirigir, encaminar, doctrinar."
educaran,"1. tr. Dirigir, encaminar, doctrinar."
educaras,"1. tr. Dirigir, encaminar, doctrinar."
educare,"1. tr. Dirigir, encaminar, doctrinar."
educareis,"1. tr. Dirigir, encaminar, doctrinar."
educaremos,"1. tr. Dirigir, encaminar, doctrinar."
educaren,"1. tr. Dirigir, encaminar, doctrinar."
educares,"1. tr. Dirigir, encaminar, doctrinar."
educaron,"1. tr. Dirigir, encaminar, doctrinar."
educará,"1. tr. Dirigir, encaminar, doctrinar."
educarán,"1. tr. Dirigir, encaminar, doctrinar."
educarás,"1. tr. Dirigir, encaminar, doctrinar."
educaré,"1. tr. Dirigir, encaminar, doctrinar."
educaréis,"1. tr. Dirigir, encaminar, doctrinar."
educaría,"1. tr. Dirigir, encaminar, doctrinar."
educaríais,"1. tr. Dirigir, encaminar, doctrinar."
educaríamos,"1. tr. Dirigir, encaminar, doctrinar."
educarían,"1. tr. Dirigir, encaminar, doctrinar."
educarías,"1. tr. Dirigir, encaminar, doctrinar."
educas,"1. tr. Dirigir, encaminar, doctrinar."
educase,"1. tr. Dirigir, encaminar, doctrinar."
educaseis,"1. tr. Dirigir, encaminar, doctrinar."
educasen,"1. tr. Dirigir, encaminar, doctrinar."
educases,"1. tr. Dirigir, encaminar, doctrinar."
educaste,"1. tr. Dirigir, encaminar, doctrinar."
educasteis,"1. tr. Dirigir, encaminar, doctrinar."
educativa,1. adj. Perteneciente o relativo a la educación.
educativo,1. adj. Perteneciente o relativo a la educación.
educción,1. f. Acción y efecto de educir.
educe,"1. tr. Sacar algo de otra cosa, deducir."
educen,"1. tr. Sacar algo de otra cosa, deducir."
educes,"1. tr. Sacar algo de otra cosa, deducir."
educid,"1. tr. Sacar algo de otra cosa, deducir."
educido,"1. tr. Sacar algo de otra cosa, deducir."
educiendo,"1. tr. Sacar algo de otra cosa, deducir."
educimos,"1. tr. Sacar algo de otra cosa, deducir."
educir,"1. tr. Sacar algo de otra cosa, deducir."
educiremos,"1. tr. Sacar algo de otra cosa, deducir."
educirá,"1. tr. Sacar algo de otra cosa, deducir."
educirán,"1. tr. Sacar algo de otra cosa, deducir."
educirás,"1. tr. Sacar algo de otra cosa, deducir."
educiré,"1. tr. Sacar algo de otra cosa, deducir."
educiréis,"1. tr. Sacar algo de otra cosa, deducir."
educiría,"1. tr. Sacar algo de otra cosa, deducir."
educiríais,"1. tr. Sacar algo de otra cosa, deducir."
educiríamos,"1. tr. Sacar algo de otra cosa, deducir."
educirían,"1. tr. Sacar algo de otra cosa, deducir."
educirías,"1. tr. Sacar algo de otra cosa, deducir."
educo,"1. tr. Dirigir, encaminar, doctrinar."
educá,"1. tr. Dirigir, encaminar, doctrinar."
educábamos,"1. tr. Dirigir, encaminar, doctrinar."
educáis,"1. tr. Dirigir, encaminar, doctrinar."
educáramos,"1. tr. Dirigir, encaminar, doctrinar."
educáremos,"1. tr. Dirigir, encaminar, doctrinar."
educás,"1. tr. Dirigir, encaminar, doctrinar."
educásemos,"1. tr. Dirigir, encaminar, doctrinar."
educí,"1. tr. Sacar algo de otra cosa, deducir."
educía,"1. tr. Sacar algo de otra cosa, deducir."
educíais,"1. tr. Sacar algo de otra cosa, deducir."
educíamos,"1. tr. Sacar algo de otra cosa, deducir."
educían,"1. tr. Sacar algo de otra cosa, deducir."
educías,"1. tr. Sacar algo de otra cosa, deducir."
educís,"1. tr. Sacar algo de otra cosa, deducir."
educó,"1. tr. Dirigir, encaminar, doctrinar."
eduje,"1. tr. Sacar algo de otra cosa, deducir."
edujera,"1. tr. Sacar algo de otra cosa, deducir."
edujerais,"1. tr. Sacar algo de otra cosa, deducir."
edujeran,"1. tr. Sacar algo de otra cosa, deducir."
edujeras,"1. tr. Sacar algo de otra cosa, deducir."
edujere,"1. tr. Sacar algo de otra cosa, deducir."
edujereis,"1. tr. Sacar algo de otra cosa, deducir."
edujeren,"1. tr. Sacar algo de otra cosa, deducir."
edujeres,"1. tr. Sacar algo de otra cosa, deducir."
edujeron,"1. tr. Sacar algo de otra cosa, deducir."
edujese,"1. tr. Sacar algo de otra cosa, deducir."
edujeseis,"1. tr. Sacar algo de otra cosa, deducir."
edujesen,"1. tr. Sacar algo de otra cosa, deducir."
edujeses,"1. tr. Sacar algo de otra cosa, deducir."
edujimos,"1. tr. Sacar algo de otra cosa, deducir."
edujiste,"1. tr. Sacar algo de otra cosa, deducir."
edujisteis,"1. tr. Sacar algo de otra cosa, deducir."
edujo,"1. tr. Sacar algo de otra cosa, deducir."
edujéramos,"1. tr. Sacar algo de otra cosa, deducir."
edujéremos,"1. tr. Sacar algo de otra cosa, deducir."
edujésemos,"1. tr. Sacar algo de otra cosa, deducir."
edulcora,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoraba,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcorabais,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoraban,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcorabas,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoración,1. f. Acción y efecto de edulcorar.
edulcorad,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcorada,1. adj. Que ha recibido edulcoración.
edulcorado,1. adj. Que ha recibido edulcoración.
edulcoramiento,1. m. Acción y efecto de edulcorar.
edulcoramos,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoran,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcorando,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcorante,1. adj. Que edulcora.
edulcorar,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcorara,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcorarais,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoraran,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoraras,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcorare,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcorareis,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoraremos,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoraren,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcorares,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoraron,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcorará,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcorarán,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcorarás,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoraré,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoraréis,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoraría,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoraríais,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoraríamos,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcorarían,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcorarías,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoras,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcorase,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoraseis,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcorasen,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcorases,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoraste,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcorasteis,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcore,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoremos,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoren,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcores,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoro,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcorá,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcorábamos,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoráis,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoráramos,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoráremos,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcorás,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcorásemos,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoré,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoréis,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
edulcoró,"1. tr. Endulzar cualquier producto de sabor desagradable o amargo con sustancias naturales, como el azúcar, la miel, etc., o sintéticas, como la sacarina."
eduque,"1. tr. Dirigir, encaminar, doctrinar."
eduquemos,"1. tr. Dirigir, encaminar, doctrinar."
eduquen,"1. tr. Dirigir, encaminar, doctrinar."
eduques,"1. tr. Dirigir, encaminar, doctrinar."
eduqué,"1. tr. Dirigir, encaminar, doctrinar."
eduquéis,"1. tr. Dirigir, encaminar, doctrinar."
eduzca,"1. tr. Sacar algo de otra cosa, deducir."
eduzcamos,"1. tr. Sacar algo de otra cosa, deducir."
eduzcan,"1. tr. Sacar algo de otra cosa, deducir."
eduzcas,"1. tr. Sacar algo de otra cosa, deducir."
eduzco,"1. tr. Sacar algo de otra cosa, deducir."
eduzcáis,"1. tr. Sacar algo de otra cosa, deducir."
edáfica,"1. adj. Perteneciente o relativo al suelo, especialmente en lo que respecta a las plantas."
edáfico,"1. adj. Perteneciente o relativo al suelo, especialmente en lo que respecta a las plantas."
edén,"1. m. En la tradición judeocristiana, paraíso terrenal, morada de Adán y Eva antes de ser expulsados por su desobediencia."
edénica,1. adj. Perteneciente o relativo al edén.
edénico,1. adj. Perteneciente o relativo al edén.
edículo,1. m. Edificio pequeño.
edípica,1. adj. Perteneciente o relativo al complejo de Edipo.
edípico,1. adj. Perteneciente o relativo al complejo de Edipo.
efabilidad,1. f. Cualidad de efable.
efable,1. adj. expresable.
efe,1. f. Letra f y sonido que representa.
efebo,1. m. Mancebo o adolescente de belleza afeminada.
efectismo,1. m. Cualidad de efectista.
efectista,1. adj. Que busca ante todo producir fuerte efecto o impresión en el ánimo.
efectiva,"1. adj. Real y verdadero, en oposición a quimérico, dudoso o nominal."
efectivaba,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivabais,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivaban,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivabas,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivad,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivado,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivamente,1. adv. De manera efectiva o real. Exigen que la sentencia se cumpla efectivamente. U. frecuentemente como expresión de asentimiento o confirmación. —¿Es usted el encargado? —Efectivamente.
efectivamos,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivan,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivando,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivar,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivara,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivarais,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivaran,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivaras,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivare,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivareis,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivaremos,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivaren,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivares,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivaron,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivará,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivarán,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivarás,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivaré,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivaréis,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivaría,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivaríais,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivaríamos,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivarían,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivarías,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivase,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivaseis,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivasen,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivases,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivaste,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivasteis,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efective,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivemos,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectiven,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectives,1. tr. Bol. y Ec. hacer efectivo. Efectivar un cheque.
efectivice,"1. tr. Arg., Bol., Ec., Par., Perú y Ur. hacer efectivo."
efectivicemos,"1. tr. Arg., Bol., Ec., Par., Perú y Ur. hacer efectivo."
efectivicen,"1. tr. Arg., Bol., Ec., Par., Perú y Ur. hacer efectivo."
efectivices,"1. tr. Arg., Bol., Ec., Par., Perú y Ur. hacer efectivo."
efectivicé,"1. tr. Arg., Bol., Ec., Par., Perú y Ur. hacer efectivo."
efectivicéis,"1. tr. Arg., Bol., Ec., Par., Perú y Ur. hacer efectivo."
efectividad,1. f. Capacidad de lograr el efecto que se desea o se espera.
efectiviza,"1. tr. Arg., Bol., Ec., Par., Perú y Ur. hacer efectivo."
efectivizaba,"1. tr. Arg., Bol., Ec., Par., Perú y Ur. hacer efectivo."
efectivizabais,"1. tr. Arg., Bol., Ec., Par., Perú y Ur. hacer efectivo."
efectivizaban,"1. tr. Arg., Bol., Ec., Par., Perú y Ur. hacer efectivo."
efectivizabas,"1. tr. Arg., Bol., Ec., Par., Perú y Ur. hacer efectivo."
